cage_number,treatment,species,value,trophic_level,metric,interaction_evenness
14,Dpo_Dpl,Eristalis_tenax,0.725396825,pollinator,niche_overlap,0.515759074
14,Dpo_Dpl,Oxysarcodexia_varia,0.536507937,pollinator,niche_overlap,0.515759074
14,Dpo_Dpl,Leioproctus_paahaumaa,0.396666667,pollinator,niche_overlap,0.515759074
14,Dpo_Dpl,Bombus_terrestris,0.651010101,pollinator,niche_overlap,0.515759074
14,Dpo_Dpl,Megachile_rotundata,0.736565657,pollinator,niche_overlap,0.515759074
15,Dpo_Dpl,Oxysarcodexia_varia,0.620952381,pollinator,niche_overlap,0.443089075
15,Dpo_Dpl,Leioproctus_paahaumaa,0.684761905,pollinator,niche_overlap,0.443089075
15,Dpo_Dpl,Megachile_rotundata,0.707619048,pollinator,niche_overlap,0.443089075
15,Dpo_Dpl,Eristalis_tenax,0.685714286,pollinator,niche_overlap,0.443089075
15,Dpo_Dpl,Bombus_terrestris,0.647619048,pollinator,niche_overlap,0.443089075
16,Dpo_Epl,Oxysarcodexia_varia,0.407142857,pollinator,niche_overlap,0.620589723
16,Dpo_Epl,Eristalis_tenax,0.575091575,pollinator,niche_overlap,0.620589723
16,Dpo_Epl,Leioproctus_paahaumaa,0.2,pollinator,niche_overlap,0.620589723
16,Dpo_Epl,Bombus_terrestris,0.554615385,pollinator,niche_overlap,0.620589723
16,Dpo_Epl,Megachile_rotundata,0.553333333,pollinator,niche_overlap,0.620589723
17,Dpo_Epl,Bombus_terrestris,0.756103896,pollinator,niche_overlap,0.59571479
17,Dpo_Epl,Eristalis_tenax,0.806103896,pollinator,niche_overlap,0.59571479
17,Dpo_Epl,Leioproctus_paahaumaa,0.663333333,pollinator,niche_overlap,0.59571479
17,Dpo_Epl,Oxysarcodexia_varia,0.608571429,pollinator,niche_overlap,0.59571479
17,Dpo_Epl,Megachile_rotundata,0.796969697,pollinator,niche_overlap,0.59571479
18,Dpo_Epl,Oxysarcodexia_varia,0.586666667,pollinator,niche_overlap,0.62016339
18,Dpo_Epl,Eristalis_tenax,0.708424908,pollinator,niche_overlap,0.62016339
18,Dpo_Epl,Leioproctus_paahaumaa,0.586666667,pollinator,niche_overlap,0.62016339
18,Dpo_Epl,Bombus_terrestris,0.674615385,pollinator,niche_overlap,0.62016339
18,Dpo_Epl,Megachile_rotundata,0.307142857,pollinator,niche_overlap,0.62016339
19,Dpo_Epl,Bombus_terrestris,0.536666667,pollinator,niche_overlap,0.548131823
19,Dpo_Epl,Eristalis_tenax,0.583333333,pollinator,niche_overlap,0.548131823
19,Dpo_Epl,Oxysarcodexia_varia,0.2,pollinator,niche_overlap,0.548131823
19,Dpo_Epl,Leioproctus_paahaumaa,0.416666667,pollinator,niche_overlap,0.548131823
19,Dpo_Epl,Megachile_rotundata,0.57,pollinator,niche_overlap,0.548131823
2,Epo_Epl,Oxysarcodexia_varia,0.707619048,pollinator,niche_overlap,0.686697732
2,Epo_Epl,Megachile_rotundata,0.823881674,pollinator,niche_overlap,0.686697732
2,Epo_Epl,Bombus_terrestris,0.775151515,pollinator,niche_overlap,0.686697732
2,Epo_Epl,Leioproctus_paahaumaa,0.814761905,pollinator,niche_overlap,0.686697732
2,Epo_Epl,Eristalis_tenax,0.842539683,pollinator,niche_overlap,0.686697732
20,Dpo_Epl,Bombus_terrestris,0.793333333,pollinator,niche_overlap,0.573247907
20,Dpo_Epl,Eristalis_tenax,0.793333333,pollinator,niche_overlap,0.573247907
20,Dpo_Epl,Oxysarcodexia_varia,0.613333333,pollinator,niche_overlap,0.573247907
20,Dpo_Epl,Leioproctus_paahaumaa,0.660952381,pollinator,niche_overlap,0.573247907
20,Dpo_Epl,Megachile_rotundata,0.767619048,pollinator,niche_overlap,0.573247907
3,Epo_Epl,Leioproctus_paahaumaa,0.716666667,pollinator,niche_overlap,0.601050892
3,Epo_Epl,Eristalis_tenax,0.896969697,pollinator,niche_overlap,0.601050892
3,Epo_Epl,Bombus_terrestris,0.823636364,pollinator,niche_overlap,0.601050892
3,Epo_Epl,Oxysarcodexia_varia,0.873636364,pollinator,niche_overlap,0.601050892
3,Epo_Epl,Megachile_rotundata,0.896969697,pollinator,niche_overlap,0.601050892
4,Epo_Epl,Leioproctus_paahaumaa,0.653333333,pollinator,niche_overlap,0.548366513
4,Epo_Epl,Megachile_rotundata,0.708424908,pollinator,niche_overlap,0.548366513
4,Epo_Epl,Eristalis_tenax,0.653333333,pollinator,niche_overlap,0.548366513
4,Epo_Epl,Bombus_terrestris,0.674615385,pollinator,niche_overlap,0.548366513
4,Epo_Epl,Oxysarcodexia_varia,0.307142857,pollinator,niche_overlap,0.548366513
5,Epo_Epl,Eristalis_tenax,0.854444444,pollinator,niche_overlap,0.656495229
5,Epo_Epl,Megachile_rotundata,0.854444444,pollinator,niche_overlap,0.656495229
5,Epo_Epl,Bombus_terrestris,0.798787879,pollinator,niche_overlap,0.656495229
5,Epo_Epl,Oxysarcodexia_varia,0.872438672,pollinator,niche_overlap,0.656495229
5,Epo_Epl,Leioproctus_paahaumaa,0.791428571,pollinator,niche_overlap,0.656495229
6,Epo_Dpl,Leioproctus_paahaumaa,0.894660895,pollinator,niche_overlap,0.543970875
6,Epo_Dpl,Megachile_rotundata,0.894660895,pollinator,niche_overlap,0.543970875
6,Epo_Dpl,Oxysarcodexia_varia,0.812857143,pollinator,niche_overlap,0.543970875
6,Epo_Dpl,Bombus_terrestris,0.777575758,pollinator,niche_overlap,0.543970875
6,Epo_Dpl,Eristalis_tenax,0.872222222,pollinator,niche_overlap,0.543970875
7,Epo_Dpl,Megachile_rotundata,0.864761905,pollinator,niche_overlap,0.52759868
7,Epo_Dpl,Leioproctus_paahaumaa,0.836190476,pollinator,niche_overlap,0.52759868
7,Epo_Dpl,Eristalis_tenax,0.864761905,pollinator,niche_overlap,0.52759868
7,Epo_Dpl,Oxysarcodexia_varia,0.726666667,pollinator,niche_overlap,0.52759868
7,Epo_Dpl,Bombus_terrestris,0.753333333,pollinator,niche_overlap,0.52759868
8,Epo_Dpl,Leioproctus_paahaumaa,0.80952381,pollinator,niche_overlap,0.634345977
8,Epo_Dpl,Bombus_terrestris,0.786666667,pollinator,niche_overlap,0.634345977
8,Epo_Dpl,Megachile_rotundata,0.902857143,pollinator,niche_overlap,0.634345977
8,Epo_Dpl,Eristalis_tenax,0.902857143,pollinator,niche_overlap,0.634345977
8,Epo_Dpl,Oxysarcodexia_varia,0.80952381,pollinator,niche_overlap,0.634345977
9,Epo_Dpl,Eristalis_tenax,0.764761905,pollinator,niche_overlap,0.530888629
9,Epo_Dpl,Megachile_rotundata,0.80952381,pollinator,niche_overlap,0.530888629
9,Epo_Dpl,Bombus_terrestris,0.59047619,pollinator,niche_overlap,0.530888629
9,Epo_Dpl,Oxysarcodexia_varia,0.71047619,pollinator,niche_overlap,0.530888629
9,Epo_Dpl,Leioproctus_paahaumaa,0.764761905,pollinator,niche_overlap,0.530888629
1,Epo_Epl,Coriandrum_sativum,4,plant,no_links,0.640372564
1,Epo_Epl,Centaurea_cyanus,3,plant,no_links,0.640372564
1,Epo_Epl,Cucurbita_pepo,0,plant,no_links,0.640372564
1,Epo_Epl,Lupinus_hartwegii,2,plant,no_links,0.640372564
1,Epo_Epl,Salvia_farinacea,2,plant,no_links,0.640372564
1,Epo_Epl,Brassica_rapa,5,plant,no_links,0.640372564
1,Epo_Epl,Fagopyrum_esculentum,4,plant,no_links,0.640372564
10,Epo_Dpl,Fagopyrum_esculentum,5,plant,no_links,0.564982988
10,Epo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.564982988
10,Epo_Dpl,Brassica_rapa,5,plant,no_links,0.564982988
10,Epo_Dpl,Coriandrum_sativum,4,plant,no_links,0.564982988
10,Epo_Dpl,Centaurea_cyanus,3,plant,no_links,0.564982988
10,Epo_Dpl,Salvia_farinacea,1,plant,no_links,0.564982988
10,Epo_Dpl,Cucurbita_pepo,0,plant,no_links,0.564982988
11,Dpo_Dpl,Brassica_rapa,5,plant,no_links,0.419613917
11,Dpo_Dpl,Fagopyrum_esculentum,2,plant,no_links,0.419613917
11,Dpo_Dpl,Centaurea_cyanus,2,plant,no_links,0.419613917
11,Dpo_Dpl,Coriandrum_sativum,1,plant,no_links,0.419613917
11,Dpo_Dpl,Cucurbita_pepo,2,plant,no_links,0.419613917
11,Dpo_Dpl,Salvia_farinacea,1,plant,no_links,0.419613917
11,Dpo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.419613917
12,Dpo_Dpl,Fagopyrum_esculentum,3,plant,no_links,0.435385096
12,Dpo_Dpl,Brassica_rapa,5,plant,no_links,0.435385096
12,Dpo_Dpl,Coriandrum_sativum,3,plant,no_links,0.435385096
12,Dpo_Dpl,Salvia_farinacea,0,plant,no_links,0.435385096
12,Dpo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.435385096
12,Dpo_Dpl,Centaurea_cyanus,2,plant,no_links,0.435385096
12,Dpo_Dpl,Cucurbita_pepo,2,plant,no_links,0.435385096
13,Dpo_Dpl,Fagopyrum_esculentum,4,plant,no_links,0.516556207
13,Dpo_Dpl,Brassica_rapa,5,plant,no_links,0.516556207
13,Dpo_Dpl,Coriandrum_sativum,5,plant,no_links,0.516556207
13,Dpo_Dpl,Centaurea_cyanus,4,plant,no_links,0.516556207
13,Dpo_Dpl,Cucurbita_pepo,1,plant,no_links,0.516556207
13,Dpo_Dpl,Salvia_farinacea,1,plant,no_links,0.516556207
13,Dpo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.516556207
14,Dpo_Dpl,Cucurbita_pepo,1,plant,no_links,0.515759074
14,Dpo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.515759074
14,Dpo_Dpl,Brassica_rapa,4,plant,no_links,0.515759074
14,Dpo_Dpl,Coriandrum_sativum,4,plant,no_links,0.515759074
14,Dpo_Dpl,Salvia_farinacea,2,plant,no_links,0.515759074
14,Dpo_Dpl,Fagopyrum_esculentum,4,plant,no_links,0.515759074
14,Dpo_Dpl,Centaurea_cyanus,3,plant,no_links,0.515759074
15,Dpo_Dpl,Brassica_rapa,5,plant,no_links,0.443089075
15,Dpo_Dpl,Coriandrum_sativum,3,plant,no_links,0.443089075
15,Dpo_Dpl,Cucurbita_pepo,1,plant,no_links,0.443089075
15,Dpo_Dpl,Fagopyrum_esculentum,3,plant,no_links,0.443089075
15,Dpo_Dpl,Salvia_farinacea,0,plant,no_links,0.443089075
15,Dpo_Dpl,Centaurea_cyanus,3,plant,no_links,0.443089075
15,Dpo_Dpl,Lupinus_hartwegii,2,plant,no_links,0.443089075
16,Dpo_Epl,Brassica_rapa,4,plant,no_links,0.620589723
16,Dpo_Epl,Coriandrum_sativum,3,plant,no_links,0.620589723
16,Dpo_Epl,Fagopyrum_esculentum,2,plant,no_links,0.620589723
16,Dpo_Epl,Centaurea_cyanus,3,plant,no_links,0.620589723
16,Dpo_Epl,Cucurbita_pepo,1,plant,no_links,0.620589723
16,Dpo_Epl,Lupinus_hartwegii,2,plant,no_links,0.620589723
16,Dpo_Epl,Salvia_farinacea,2,plant,no_links,0.620589723
17,Dpo_Epl,Fagopyrum_esculentum,4,plant,no_links,0.59571479
17,Dpo_Epl,Brassica_rapa,5,plant,no_links,0.59571479
17,Dpo_Epl,Coriandrum_sativum,3,plant,no_links,0.59571479
17,Dpo_Epl,Centaurea_cyanus,4,plant,no_links,0.59571479
17,Dpo_Epl,Cucurbita_pepo,0,plant,no_links,0.59571479
17,Dpo_Epl,Lupinus_hartwegii,2,plant,no_links,0.59571479
17,Dpo_Epl,Salvia_farinacea,3,plant,no_links,0.59571479
18,Dpo_Epl,Brassica_rapa,4,plant,no_links,0.62016339
18,Dpo_Epl,Coriandrum_sativum,4,plant,no_links,0.62016339
18,Dpo_Epl,Fagopyrum_esculentum,3,plant,no_links,0.62016339
18,Dpo_Epl,Centaurea_cyanus,3,plant,no_links,0.62016339
18,Dpo_Epl,Cucurbita_pepo,1,plant,no_links,0.62016339
18,Dpo_Epl,Salvia_farinacea,3,plant,no_links,0.62016339
18,Dpo_Epl,Lupinus_hartwegii,2,plant,no_links,0.62016339
19,Dpo_Epl,Brassica_rapa,4,plant,no_links,0.548131823
19,Dpo_Epl,Cucurbita_pepo,1,plant,no_links,0.548131823
19,Dpo_Epl,Fagopyrum_esculentum,2,plant,no_links,0.548131823
19,Dpo_Epl,Coriandrum_sativum,3,plant,no_links,0.548131823
19,Dpo_Epl,Salvia_farinacea,2,plant,no_links,0.548131823
19,Dpo_Epl,Centaurea_cyanus,3,plant,no_links,0.548131823
19,Dpo_Epl,Lupinus_hartwegii,1,plant,no_links,0.548131823
2,Epo_Epl,Centaurea_cyanus,3,plant,no_links,0.686697732
2,Epo_Epl,Coriandrum_sativum,5,plant,no_links,0.686697732
2,Epo_Epl,Cucurbita_pepo,0,plant,no_links,0.686697732
2,Epo_Epl,Brassica_rapa,5,plant,no_links,0.686697732
2,Epo_Epl,Lupinus_hartwegii,2,plant,no_links,0.686697732
2,Epo_Epl,Fagopyrum_esculentum,4,plant,no_links,0.686697732
2,Epo_Epl,Salvia_farinacea,1,plant,no_links,0.686697732
20,Dpo_Epl,Brassica_rapa,5,plant,no_links,0.573247907
20,Dpo_Epl,Salvia_farinacea,2,plant,no_links,0.573247907
20,Dpo_Epl,Fagopyrum_esculentum,3,plant,no_links,0.573247907
20,Dpo_Epl,Coriandrum_sativum,4,plant,no_links,0.573247907
20,Dpo_Epl,Centaurea_cyanus,3,plant,no_links,0.573247907
20,Dpo_Epl,Cucurbita_pepo,0,plant,no_links,0.573247907
20,Dpo_Epl,Lupinus_hartwegii,4,plant,no_links,0.573247907
3,Epo_Epl,Fagopyrum_esculentum,5,plant,no_links,0.601050892
3,Epo_Epl,Centaurea_cyanus,4,plant,no_links,0.601050892
3,Epo_Epl,Coriandrum_sativum,4,plant,no_links,0.601050892
3,Epo_Epl,Cucurbita_pepo,0,plant,no_links,0.601050892
3,Epo_Epl,Lupinus_hartwegii,4,plant,no_links,0.601050892
3,Epo_Epl,Brassica_rapa,5,plant,no_links,0.601050892
3,Epo_Epl,Salvia_farinacea,3,plant,no_links,0.601050892
4,Epo_Epl,Lupinus_hartwegii,3,plant,no_links,0.548366513
4,Epo_Epl,Brassica_rapa,4,plant,no_links,0.548366513
4,Epo_Epl,Fagopyrum_esculentum,4,plant,no_links,0.548366513
4,Epo_Epl,Coriandrum_sativum,4,plant,no_links,0.548366513
4,Epo_Epl,Centaurea_cyanus,2,plant,no_links,0.548366513
4,Epo_Epl,Cucurbita_pepo,1,plant,no_links,0.548366513
4,Epo_Epl,Salvia_farinacea,2,plant,no_links,0.548366513
5,Epo_Epl,Brassica_rapa,5,plant,no_links,0.656495229
5,Epo_Epl,Coriandrum_sativum,5,plant,no_links,0.656495229
5,Epo_Epl,Salvia_farinacea,2,plant,no_links,0.656495229
5,Epo_Epl,Cucurbita_pepo,1,plant,no_links,0.656495229
5,Epo_Epl,Centaurea_cyanus,4,plant,no_links,0.656495229
5,Epo_Epl,Fagopyrum_esculentum,5,plant,no_links,0.656495229
5,Epo_Epl,Lupinus_hartwegii,2,plant,no_links,0.656495229
6,Epo_Dpl,Salvia_farinacea,2,plant,no_links,0.543970875
6,Epo_Dpl,Brassica_rapa,5,plant,no_links,0.543970875
6,Epo_Dpl,Fagopyrum_esculentum,5,plant,no_links,0.543970875
6,Epo_Dpl,Coriandrum_sativum,4,plant,no_links,0.543970875
6,Epo_Dpl,Cucurbita_pepo,1,plant,no_links,0.543970875
6,Epo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.543970875
6,Epo_Dpl,Centaurea_cyanus,5,plant,no_links,0.543970875
7,Epo_Dpl,Coriandrum_sativum,4,plant,no_links,0.52759868
7,Epo_Dpl,Fagopyrum_esculentum,5,plant,no_links,0.52759868
7,Epo_Dpl,Cucurbita_pepo,1,plant,no_links,0.52759868
7,Epo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.52759868
7,Epo_Dpl,Centaurea_cyanus,3,plant,no_links,0.52759868
7,Epo_Dpl,Brassica_rapa,5,plant,no_links,0.52759868
7,Epo_Dpl,Salvia_farinacea,0,plant,no_links,0.52759868
8,Epo_Dpl,Brassica_rapa,5,plant,no_links,0.634345977
8,Epo_Dpl,Coriandrum_sativum,5,plant,no_links,0.634345977
8,Epo_Dpl,Fagopyrum_esculentum,4,plant,no_links,0.634345977
8,Epo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.634345977
8,Epo_Dpl,Cucurbita_pepo,0,plant,no_links,0.634345977
8,Epo_Dpl,Salvia_farinacea,1,plant,no_links,0.634345977
8,Epo_Dpl,Centaurea_cyanus,4,plant,no_links,0.634345977
9,Epo_Dpl,Centaurea_cyanus,3,plant,no_links,0.530888629
9,Epo_Dpl,Brassica_rapa,5,plant,no_links,0.530888629
9,Epo_Dpl,Coriandrum_sativum,3,plant,no_links,0.530888629
9,Epo_Dpl,Cucurbita_pepo,0,plant,no_links,0.530888629
9,Epo_Dpl,Fagopyrum_esculentum,4,plant,no_links,0.530888629
9,Epo_Dpl,Lupinus_hartwegii,1,plant,no_links,0.530888629
9,Epo_Dpl,Salvia_farinacea,1,plant,no_links,0.530888629
1,Epo_Epl,Oxysarcodexia_varia,1,pollinator,no_links,0.640372564
1,Epo_Epl,Bombus_terrestris,6,pollinator,no_links,0.640372564
1,Epo_Epl,Leioproctus_paahaumaa,4,pollinator,no_links,0.640372564
1,Epo_Epl,Megachile_rotundata,5,pollinator,no_links,0.640372564
1,Epo_Epl,Eristalis_tenax,4,pollinator,no_links,0.640372564
10,Epo_Dpl,Bombus_terrestris,5,pollinator,no_links,0.564982988
10,Epo_Dpl,Leioproctus_paahaumaa,3,pollinator,no_links,0.564982988
10,Epo_Dpl,Megachile_rotundata,5,pollinator,no_links,0.564982988
10,Epo_Dpl,Eristalis_tenax,4,pollinator,no_links,0.564982988
10,Epo_Dpl,Oxysarcodexia_varia,2,pollinator,no_links,0.564982988
11,Dpo_Dpl,Eristalis_tenax,4,pollinator,no_links,0.419613917
11,Dpo_Dpl,Megachile_rotundata,2,pollinator,no_links,0.419613917
11,Dpo_Dpl,Oxysarcodexia_varia,1,pollinator,no_links,0.419613917
11,Dpo_Dpl,Bombus_terrestris,6,pollinator,no_links,0.419613917
11,Dpo_Dpl,Leioproctus_paahaumaa,1,pollinator,no_links,0.419613917
12,Dpo_Dpl,Oxysarcodexia_varia,2,pollinator,no_links,0.435385096
12,Dpo_Dpl,Eristalis_tenax,5,pollinator,no_links,0.435385096
12,Dpo_Dpl,Megachile_rotundata,1,pollinator,no_links,0.435385096
12,Dpo_Dpl,Leioproctus_paahaumaa,2,pollinator,no_links,0.435385096
12,Dpo_Dpl,Bombus_terrestris,6,pollinator,no_links,0.435385096
13,Dpo_Dpl,Oxysarcodexia_varia,3,pollinator,no_links,0.516556207
13,Dpo_Dpl,Eristalis_tenax,4,pollinator,no_links,0.516556207
13,Dpo_Dpl,Leioproctus_paahaumaa,3,pollinator,no_links,0.516556207
13,Dpo_Dpl,Megachile_rotundata,4,pollinator,no_links,0.516556207
13,Dpo_Dpl,Bombus_terrestris,7,pollinator,no_links,0.516556207
14,Dpo_Dpl,Oxysarcodexia_varia,2,pollinator,no_links,0.515759074
14,Dpo_Dpl,Leioproctus_paahaumaa,1,pollinator,no_links,0.515759074
14,Dpo_Dpl,Eristalis_tenax,5,pollinator,no_links,0.515759074
14,Dpo_Dpl,Bombus_terrestris,7,pollinator,no_links,0.515759074
14,Dpo_Dpl,Megachile_rotundata,4,pollinator,no_links,0.515759074
15,Dpo_Dpl,Oxysarcodexia_varia,2,pollinator,no_links,0.443089075
15,Dpo_Dpl,Leioproctus_paahaumaa,3,pollinator,no_links,0.443089075
15,Dpo_Dpl,Eristalis_tenax,4,pollinator,no_links,0.443089075
15,Dpo_Dpl,Bombus_terrestris,5,pollinator,no_links,0.443089075
15,Dpo_Dpl,Megachile_rotundata,3,pollinator,no_links,0.443089075
16,Dpo_Epl,Eristalis_tenax,6,pollinator,no_links,0.620589723
16,Dpo_Epl,Oxysarcodexia_varia,1,pollinator,no_links,0.620589723
16,Dpo_Epl,Megachile_rotundata,3,pollinator,no_links,0.620589723
16,Dpo_Epl,Leioproctus_paahaumaa,0,pollinator,no_links,0.620589723
16,Dpo_Epl,Bombus_terrestris,7,pollinator,no_links,0.620589723
17,Dpo_Epl,Leioproctus_paahaumaa,3,pollinator,no_links,0.59571479
17,Dpo_Epl,Megachile_rotundata,6,pollinator,no_links,0.59571479
17,Dpo_Epl,Eristalis_tenax,5,pollinator,no_links,0.59571479
17,Dpo_Epl,Oxysarcodexia_varia,2,pollinator,no_links,0.59571479
17,Dpo_Epl,Bombus_terrestris,5,pollinator,no_links,0.59571479
18,Dpo_Epl,Leioproctus_paahaumaa,3,pollinator,no_links,0.62016339
18,Dpo_Epl,Megachile_rotundata,1,pollinator,no_links,0.62016339
18,Dpo_Epl,Oxysarcodexia_varia,3,pollinator,no_links,0.62016339
18,Dpo_Epl,Eristalis_tenax,6,pollinator,no_links,0.62016339
18,Dpo_Epl,Bombus_terrestris,7,pollinator,no_links,0.62016339
19,Dpo_Epl,Megachile_rotundata,3,pollinator,no_links,0.548131823
19,Dpo_Epl,Eristalis_tenax,5,pollinator,no_links,0.548131823
19,Dpo_Epl,Oxysarcodexia_varia,0,pollinator,no_links,0.548131823
19,Dpo_Epl,Leioproctus_paahaumaa,1,pollinator,no_links,0.548131823
19,Dpo_Epl,Bombus_terrestris,7,pollinator,no_links,0.548131823
2,Epo_Epl,Eristalis_tenax,4,pollinator,no_links,0.686697732
2,Epo_Epl,Oxysarcodexia_varia,2,pollinator,no_links,0.686697732
2,Epo_Epl,Bombus_terrestris,6,pollinator,no_links,0.686697732
2,Epo_Epl,Megachile_rotundata,5,pollinator,no_links,0.686697732
2,Epo_Epl,Leioproctus_paahaumaa,3,pollinator,no_links,0.686697732
20,Dpo_Epl,Leioproctus_paahaumaa,3,pollinator,no_links,0.573247907
20,Dpo_Epl,Eristalis_tenax,6,pollinator,no_links,0.573247907
20,Dpo_Epl,Oxysarcodexia_varia,2,pollinator,no_links,0.573247907
20,Dpo_Epl,Bombus_terrestris,6,pollinator,no_links,0.573247907
20,Dpo_Epl,Megachile_rotundata,4,pollinator,no_links,0.573247907
3,Epo_Epl,Eristalis_tenax,6,pollinator,no_links,0.601050892
3,Epo_Epl,Megachile_rotundata,6,pollinator,no_links,0.601050892
3,Epo_Epl,Oxysarcodexia_varia,5,pollinator,no_links,0.601050892
3,Epo_Epl,Bombus_terrestris,5,pollinator,no_links,0.601050892
3,Epo_Epl,Leioproctus_paahaumaa,3,pollinator,no_links,0.601050892
4,Epo_Epl,Megachile_rotundata,6,pollinator,no_links,0.548366513
4,Epo_Epl,Oxysarcodexia_varia,1,pollinator,no_links,0.548366513
4,Epo_Epl,Bombus_terrestris,7,pollinator,no_links,0.548366513
4,Epo_Epl,Leioproctus_paahaumaa,3,pollinator,no_links,0.548366513
4,Epo_Epl,Eristalis_tenax,3,pollinator,no_links,0.548366513
5,Epo_Epl,Megachile_rotundata,5,pollinator,no_links,0.656495229
5,Epo_Epl,Eristalis_tenax,5,pollinator,no_links,0.656495229
5,Epo_Epl,Oxysarcodexia_varia,4,pollinator,no_links,0.656495229
5,Epo_Epl,Leioproctus_paahaumaa,3,pollinator,no_links,0.656495229
5,Epo_Epl,Bombus_terrestris,7,pollinator,no_links,0.656495229
6,Epo_Dpl,Megachile_rotundata,4,pollinator,no_links,0.543970875
6,Epo_Dpl,Leioproctus_paahaumaa,4,pollinator,no_links,0.543970875
6,Epo_Dpl,Bombus_terrestris,7,pollinator,no_links,0.543970875
6,Epo_Dpl,Oxysarcodexia_varia,3,pollinator,no_links,0.543970875
6,Epo_Dpl,Eristalis_tenax,5,pollinator,no_links,0.543970875
7,Epo_Dpl,Oxysarcodexia_varia,2,pollinator,no_links,0.52759868
7,Epo_Dpl,Megachile_rotundata,4,pollinator,no_links,0.52759868
7,Epo_Dpl,Eristalis_tenax,4,pollinator,no_links,0.52759868
7,Epo_Dpl,Leioproctus_paahaumaa,3,pollinator,no_links,0.52759868
7,Epo_Dpl,Bombus_terrestris,6,pollinator,no_links,0.52759868
8,Epo_Dpl,Leioproctus_paahaumaa,3,pollinator,no_links,0.634345977
8,Epo_Dpl,Megachile_rotundata,4,pollinator,no_links,0.634345977
8,Epo_Dpl,Eristalis_tenax,4,pollinator,no_links,0.634345977
8,Epo_Dpl,Bombus_terrestris,6,pollinator,no_links,0.634345977
8,Epo_Dpl,Oxysarcodexia_varia,3,pollinator,no_links,0.634345977
9,Epo_Dpl,Leioproctus_paahaumaa,3,pollinator,no_links,0.530888629
9,Epo_Dpl,Megachile_rotundata,4,pollinator,no_links,0.530888629
9,Epo_Dpl,Bombus_terrestris,5,pollinator,no_links,0.530888629
9,Epo_Dpl,Eristalis_tenax,3,pollinator,no_links,0.530888629
9,Epo_Dpl,Oxysarcodexia_varia,2,pollinator,no_links,0.530888629
1,Epo_Epl,Coriandrum_sativum,0.255996072,plant,selectivity,0.640372564
1,Epo_Epl,Centaurea_cyanus,0.801165359,plant,selectivity,0.640372564
1,Epo_Epl,Cucurbita_pepo,NA,plant,selectivity,0.640372564
1,Epo_Epl,Lupinus_hartwegii,0.970725533,plant,selectivity,0.640372564
1,Epo_Epl,Salvia_farinacea,0.924289588,plant,selectivity,0.640372564
1,Epo_Epl,Brassica_rapa,0.287039621,plant,selectivity,0.640372564
1,Epo_Epl,Fagopyrum_esculentum,0.387496901,plant,selectivity,0.640372564
10,Epo_Dpl,Centaurea_cyanus,0.611231806,plant,selectivity,0.564982988
10,Epo_Dpl,Brassica_rapa,0.408548084,plant,selectivity,0.564982988
10,Epo_Dpl,Fagopyrum_esculentum,0.308934721,plant,selectivity,0.564982988
10,Epo_Dpl,Coriandrum_sativum,0.431046533,plant,selectivity,0.564982988
10,Epo_Dpl,Cucurbita_pepo,NA,plant,selectivity,0.564982988
10,Epo_Dpl,Lupinus_hartwegii,1,plant,selectivity,0.564982988
10,Epo_Dpl,Salvia_farinacea,1,plant,selectivity,0.564982988
11,Dpo_Dpl,Fagopyrum_esculentum,0.228149353,plant,selectivity,0.419613917
11,Dpo_Dpl,Brassica_rapa,0.234022431,plant,selectivity,0.419613917
11,Dpo_Dpl,Coriandrum_sativum,0.307767263,plant,selectivity,0.419613917
11,Dpo_Dpl,Centaurea_cyanus,0.547591012,plant,selectivity,0.419613917
11,Dpo_Dpl,Lupinus_hartwegii,0.661572877,plant,selectivity,0.419613917
11,Dpo_Dpl,Cucurbita_pepo,0.614835548,plant,selectivity,0.419613917
11,Dpo_Dpl,Salvia_farinacea,0.647010773,plant,selectivity,0.419613917
12,Dpo_Dpl,Brassica_rapa,0.284202642,plant,selectivity,0.435385096
12,Dpo_Dpl,Fagopyrum_esculentum,0.190599475,plant,selectivity,0.435385096
12,Dpo_Dpl,Coriandrum_sativum,0.209809968,plant,selectivity,0.435385096
12,Dpo_Dpl,Centaurea_cyanus,0.633261578,plant,selectivity,0.435385096
12,Dpo_Dpl,Salvia_farinacea,NA,plant,selectivity,0.435385096
12,Dpo_Dpl,Cucurbita_pepo,0.234815149,plant,selectivity,0.435385096
12,Dpo_Dpl,Lupinus_hartwegii,0.661181294,plant,selectivity,0.435385096
13,Dpo_Dpl,Brassica_rapa,0.233967777,plant,selectivity,0.516556207
13,Dpo_Dpl,Coriandrum_sativum,0.401393628,plant,selectivity,0.516556207
13,Dpo_Dpl,Fagopyrum_esculentum,0.217565076,plant,selectivity,0.516556207
13,Dpo_Dpl,Lupinus_hartwegii,0.661627505,plant,selectivity,0.516556207
13,Dpo_Dpl,Centaurea_cyanus,0.534893067,plant,selectivity,0.516556207
